lemma,type,comment,tag,form,ipa,py_ipa_original,py_ipa_tweak
цинк,іменник чоловічого роду,,однина місцевий,ци́нку,ˈt͡sɪnkʊ,ˈt͡sɪnkʊ,ˈt͡sɪnkʊ
ліфт,іменник чоловічого роду,,однина давальний,лі́фту,ˈlʲiftʊ,ˈlʲiftʊ,ˈlʲiftʊ
трас,іменник чоловічого роду,,однина давальний,тра́су,ˈtrɑsʊ,ˈtrɑsʊ,ˈtrɑsʊ
морф,іменник чоловічого роду,,однина давальний,мо́рфові,ˈmɔrfɔu̯ʲi,ˈmɔrfɔu̯ʲi,ˈmorfɔu̯ʲi
ряст,іменник чоловічого роду,,однина давальний,ря́стові,ˈrʲɑstɔu̯ʲi,ˈrʲɑstɔu̯ʲi,ˈrʲɑstɔu̯ʲi
скон,іменник чоловічого роду,,однина давальний,ско́нові,ˈskɔnɔu̯ʲi,ˈskɔnɔu̯ʲi,ˈskonɔu̯ʲi
барн,іменник чоловічого роду,,множина кличний,ба́рни,ˈbɑrne,ˈbɑrne,ˈbɑrne
блюз,іменник чоловічого роду,,множина кличний,блю́зи,ˈblʲuze,ˈblʲuze,ˈblʲuze
день,іменник чоловічого роду,,множина орудний,дня́ми,ˈdʲnʲɑme,ˈdʲnʲɑme,ˈdʲnʲɑme
шнек,іменник чоловічого роду,,множина кличний,шне́ки,ˈʃnɛke,ˈʃnɛke,ˈʃnɛke
хлів,іменник чоловічого роду,,множина знахідний,хліви́,xlʲiˈu̯ɪ,xlʲiˈu̯ɪ,xlʲiˈu̯ɪ
трюм,іменник чоловічого роду,,множина давальний,трю́мам,ˈtʲrʲumɐm,ˈtʲrʲumɐm,ˈtʲrʲumɐm
туск,іменник чоловічого роду,туга,однина орудний,ту́ском,ˈtuskɔm,ˈtuskɔm,ˈtuskɔm
порт,іменник чоловічого роду,отвір в борту судна для гарматних стволів або навантаження й розвантаження з нижньої палуби; пристрій для підключення зовнішнього обладнання,однина давальний,по́ртові,ˈpɔrtɔu̯ʲi,ˈpɔrtɔu̯ʲi,ˈportɔu̯ʲi
Грац,іменник чоловічого роду,місто в Австрії,однина називний,Грац,ˈɦrɑt͡s,ˈɦrɑt͡s,ˈɦrɑt͡s
Клуж,іменник чоловічого роду,місто в Румунії,однина давальний,Клу́жеві,ˈkluʒeu̯ʲi,ˈkluʒeu̯ʲi,ˈkluʒeu̯ʲi
бакс,іменник чоловічого роду,долар,однина орудний,ба́ксом,ˈbɑksɔm,ˈbɑksɔm,ˈbɑksɔm
свищ,іменник чоловічого роду,дефект - щілина,однина місцевий,свищі́,sʋeˈʃt͡ʃʲi,sʋeˈʃt͡ʃʲi,sʋeˈʃt͡ʃʲi
танк,іменник чоловічого роду,бойова машина,однина кличний,та́нку,ˈtɑnkʊ,ˈtɑnkʊ,ˈtɑnkʊ
верх,іменник чоловічого роду,верхня частина чогось,множина місцевий,верха́х,ʋerˈxɑx,ʋerˈxɑx,ʋerˈxɑx
шерх,іменник чоловічого роду,шерхіт,однина місцевий,ше́рху,ˈʃɛrxʊ,ˈʃɛrxʊ,ˈʃɛrxʊ
штих,іменник чоловічого роду,палиця,однина давальний,шти́ху,ˈʃtɪxʊ,ˈʃtɪxʊ,ˈʃtɪxʊ
штоф,іменник чоловічого роду,пляшка,множина називний,што́фи,ˈʃtɔfe,ˈʃtɔfe,ˈʃtofe
ренд,іменник чоловічого роду,грошова одиниця Південної Африки,множина орудний,ре́ндами,ˈrɛndɐme,ˈrɛndɐme,ˈrɛndɐme
герц,іменник чоловічого роду,одиниця частоти електромагнітних коливань,множина орудний,ге́рцами,ˈɦɛrt͡sɐme,ˈɦɛrt͡sɐme,ˈɦɛrt͡sɐme
глиб,іменник чоловічого роду,глибина,однина орудний,гли́бом,ˈɦlɪbɔm,ˈɦlɪbɔm,ˈɦlɪbɔm
зюйд,іменник чоловічого роду,південь; південний вітер,однина кличний,зю́йде,ˈzʲui̯de,ˈzʲui̯de,ˈzʲui̯de
корн,іменник чоловічого роду,зерниста поверхня каменю,однина називний,корн,ˈkɔrn,ˈkɔrn,kɔrn
Флор,прізвище,,чол. р. місцевий,при Фло́рові,pre ˈflɔrɔu̯ʲi,pre ˈflɔrɔu̯ʲi,pre ˈflorɔu̯ʲi
Грей,прізвище,,чол. р. місцевий,Гре́ю,ˈɦrɛjʊ,ˈɦrɛjʊ,ˈɦrɛjʊ
Гриб,прізвище,,множина кличний,Гриби́,ɦreˈbɪ,ɦreˈbɪ,ɦreˈbɪ
Цорн,прізвище,,множина кличний,Цо́рни,ˈt͡sɔrne,ˈt͡sɔrne,ˈt͡sorne
Верн,прізвище,,множина родовий,Ве́рнів,ˈʋɛrnʲiu̯,ˈʋɛrnʲiu̯,ˈʋɛrnʲiu̯
Ватт,прізвище,,множина орудний,Ва́ттами,ˈʋɑtːɐme,ˈʋɑtːɐme,ˈʋɑtːɐme
крів,прикметник,,однина жін. р. знахідний,кро́ву,ˈkrɔu̯ʊ,ˈkrɔu̯ʊ,ˈkrou̯ʊ
кіть-кі́ть,вигук,незмінювана словникова одиниця,,кіть-кі́ть,kʲitʲ-ˈkʲitʲ,kʲitʲ-ˈkʲitʲ,kʲitʲ-ˈkʲitʲ
то́й-таки́,займенник,,однина жін. р. давальний,ті́й-таки́,ˈtʲij-tɐˈkɪ,ˈtʲij-tɐˈkɪ,ˈtʲij-tɐˈkɪ
Лейк-Ча́рлз,іменник чоловічого роду,місто в США,однина знахідний,Лейк-Ча́рлз,lei̯k-ˈt͡ʃɑrlz,lei̯k-ˈt͡ʃɑrlz,lei̯k-ˈt͡ʃɑrlz
Сент-Етьє́н,іменник чоловічого роду,місто у Франції,однина давальний,Сент-Етьє́нові,sent-eˈtʲjɛnɔu̯ʲi,sent-eˈtʲjɛnɔu̯ʲi,sent-eˈtʲjɛnɔu̯ʲi
план-гра́фік,іменник чоловічого роду,,множина орудний,пла́нами-гра́фіками,ˈplɑnɐme-ˈɦrɑfʲikɐme,ˈplɑnɐme-ˈɦrɑfʲikɐme,ˈplɑnɐme-ˈɦrɑfʲikɐme
Рі́о-Гра́нде-де-Сантья́го,іменник середнього роду,річка в Мексиці,однина знахідний,Рі́о-Гра́нде-де-Сантья́го,ˈrʲiɔ-ˈɦrɑnde-de-sɐnʲˈtʲjɑɦɔ,ˈrʲiɔ-ˈɦrɑnde-de-sɐnʲˈtʲjɑɦɔ,ˈrʲiɔ-ˈɦrɑnde-de-sɐnʲˈtʲjɑɦɔ
зліт-поса́дка,іменник жіночого роду,,множина орудний,зльо́тами-поса́дками,ˈzʲlʲɔtɐme-pɔˈsɑdkɐme,ˈzʲlʲɔtɐme-pɔˈsɑdkɐme,ˈzʲlʲotɐme-pɔˈsɑdkɐme
блок-систе́ма,іменник жіночого роду,,множина називний,блок-систе́ми,blɔk-seˈstɛme,blɔk-seˈstɛme,blɔk-seˈstɛme
джаз-ро́ковий,прикметник,,однина сер. р. орудний,джаз-ро́ковим,d͡ʒɐz-ˈrɔkɔu̯em,d͡ʒɐz-ˈrɔkɔu̯em,d͡ʒɐz-ˈrokɔu̯em
штаб-кварти́ра,іменник жіночого роду,,множина орудний,штаб-кварти́рами,ʃtɐb-kʋɐrˈtɪrɐme,ʃtɐb-kʋɐrˈtɪrɐme,ʃtɐb-kʋɐrˈtɪrɐme
тянь-ша́нський,прикметник,,однина сер. р. місцевий,тянь-ша́нськім,tʲɐnʲ-ˈʃɑnsʲkʲim,tʲɐnʲ-ˈʃɑnsʲkʲim,tʲɐnʲ-ˈʃɑnsʲkʲim
грам-еквівале́нт,іменник чоловічого роду,,однина знахідний,грам-еквівале́нт,ɦrɐm-ekʋʲiu̯ɐˈlɛnt,ɦrɐm-ekʋʲiu̯ɐˈlɛnt,ɦrɐm-ekʋʲiu̯ɐˈlɛnt
труд-гребени́цький,прикметник,,однина сер. р. місцевий,труд-гребени́цькому,trʊd-ɦrebeˈnɪt͡sʲkɔmʊ,trʊd-ɦrebeˈnɪt͡sʲkɔmʊ,trʊd-ɦrebeˈnɪt͡sʲkɔmʊ
байт-мультипле́ксний,прикметник,,множина орудний,байт-мультипле́ксними,bɐi̯t-mʊlʲteˈplɛksneme,bɐi̯t-mʊlʲteˈplɛksneme,bɐi̯t-mʊlʲteˈplɛksneme
Валле д'Ао́ста,іменник жіночого роду,область в Італії,однина знахідний,Валле д'Ао́ста,ʋɐlːe dɐˈɔstɐ,ʋɐlːe dɐˈɔstɐ,ʋɐlːe dɐˈostɐ
Го́ла При́стань,власна назва,районний центр в Україні,однина називний,Го́ла При́стань,ˈɦɔlɐ ˈprɪstɐnʲ,ˈɦɔlɐ ˈprɪstɐnʲ,ˈɦolɐ ˈprɪstɐnʲ
Солов'ї́,множинний іменник,населений пункт в Україні,множина називний,Солов'ї́,sɔlɔu̯ˈji,sɔlɔu̯ˈji,sɔlɔu̯ˈji
про́в'язь,іменник жіночого роду,середня частина рибальської сітки,множина кличний,про́в'язі,ˈprɔu̯jɐzʲi,ˈprɔu̯jɐzʲi,ˈprou̯jɐzʲi
Касік'я́ре,іменник чоловічого роду,річка у Венесуелі,однина знахідний,Касік'я́ре,kɐsʲiˈkjɑre,kɐsʲiˈkjɑre,kɐsʲiˈkjɑre
підім'я́ти,дієслово доконаного виду,,минулий час множина сер.р.,підім'я́ли,pʲidʲiˈmjɑle,pʲidʲiˈmjɑle,pʲidʲiˈmjɑle
кре́м'язень,"іменник чоловічого роду, істота",,множина орудний,кре́м'язнями,ˈkrɛmjɐzʲnʲɐme,ˈkrɛmjɐzʲnʲɐme,ˈkrɛmjɐzʲnʲɐme
Валер'я́нів,прикметник,,однина жін. р. орудний,Валер'я́новою,ʋɐleˈrjɑnɔu̯ɔjʊ,ʋɐleˈrjɑnɔu̯ɔjʊ,ʋɐleˈrjɑnɔu̯ɔjʊ
дерев'я́ний,прикметник,,однина чол. р. знахідний,дерев'я́ного,dereu̯ˈjɑnɔɦɔ,dereu̯ˈjɑnɔɦɔ,dereu̯ˈjɑnɔɦɔ
Валер'я́нів,прикметник,,множина родовий,Валер'я́нових,ʋɐleˈrjɑnɔu̯ex,ʋɐleˈrjɑnɔu̯ex,ʋɐleˈrjɑnɔu̯ex
попов'яза́ти,дієслово доконаного виду,,майбутній час множина 2 особа,попов'я́жете,pɔpɔu̯ˈjɑʒete,pɔpɔu̯ˈjɑʒete,pɔpɔu̯ˈjɑʒete
двозв'я́зний,прикметник,,однина жін. р. знахідний,двозв'я́зну,dwɔˈzʋjɑznʊ,dwɔˈzʋjɑznʊ,dwɔˈzʋjɑznʊ
зобов'я́зання,іменник середнього роду,,однина місцевий,зобов'я́занні,zɔbɔu̯ˈjɑzɐnʲːi,zɔbɔu̯ˈjɑzɐnʲːi,zɔbɔu̯ˈjɑzɐnʲːi
попід'їзди́ти,дієслово доконаного виду,,минулий час однина жін.р.,попід'їзди́ла,pɔpʲidjiˈzdɪlɐ,pɔpʲidjiˈzdɪlɐ,pɔpʲidjiˈzdɪlɐ
зна́м'янський,прикметник,,множина родовий,зна́м'янських,ˈznɑmjɐnʲsʲkex,ˈznɑmjɐnʲsʲkex,ˈznɑmjɐnʲsʲkex
позав'я́зувати,дієслово доконаного виду,,наказовий спосіб однина 2 особа,позав'я́зуй,pɔzɐu̯ˈjɑzʊi̯,pɔzɐu̯ˈjɑzʊi̯,pɔzɐu̯ˈjɑzʊi̯
нероз'є́днаний,прикметник,,множина місцевий,нероз'є́днаних,nerɔˈzjɛdnɐnex,nerɔˈzjɛdnɐnex,nerɔˈzjɛdnɐnex
пороз'є́днувати,дієслово доконаного виду,,минулий час однина сер.р.,пороз'є́днувало,pɔrɔˈzjɛdnʊu̯ɐlɔ,pɔrɔˈzjɛdnʊu̯ɐlɔ,pɔrɔˈzjɛdnʊu̯ɐlɔ
позав'я́зуваний,дієприкметник,,однина сер. р. орудний,позав'я́зуваним,pɔzɐu̯ˈjɑzʊu̯ɐnem,pɔzɐu̯ˈjɑzʊu̯ɐnem,pɔzɐu̯ˈjɑzʊu̯ɐnem
перед'ярмарко́вий,прикметник,,однина сер. р. орудний,перед'ярмарко́вим,peredjɐrmɐrˈkɔu̯em,peredjɐrmɐrˈkɔu̯em,peredjɐrmɐrˈkou̯em
Да́на,"іменник жіночого роду, істота",,однина родовий,Да́ни,ˈdɑne,ˈdɑne,ˈdɑne
раба́,"іменник жіночого роду, істота",,однина знахідний,рабу́,rɐˈbu,rɐˈbu,rɐˈbu
фі́фа,"іменник жіночого роду, істота",,однина давальний,фі́фі,ˈfʲifʲi,ˈfʲifʲi,ˈfʲifʲi
змія́,"іменник жіночого роду, істота",,множина давальний,змі́ям,ˈzʲmʲijɐm,ˈzʲmʲijɐm,ˈzʲmʲijɐm
Ла́да,"іменник жіночого роду, істота",ім'я,однина давальний,Ла́ді,ˈlɑdʲi,ˈlɑdʲi,ˈlɑdʲi
ме́ва,"іменник жіночого роду, істота",чайка,однина кличний,ме́во,ˈmɛu̯ɔ,ˈmɛu̯ɔ,ˈmɛu̯ɔ
те́та,"іменник жіночого роду, істота",тітка,множина місцевий,те́тах,ˈtɛtɐx,ˈtɛtɐx,ˈtɛtɐx
по́ні,"іменник чоловічого роду, істота",,однина родовий,по́ні,ˈpɔnʲi,ˈpɔnʲi,ˈponʲi
уга́й,"іменник чоловічого роду, істота",,однина місцевий,угає́ві,ʊɦɐˈjɛu̯ʲi,ʊɦɐˈjɛu̯ʲi,uɦɐˈjɛu̯ʲi
Хосе́,"іменник чоловічого роду, істота",,однина знахідний,Хосе́,xɔˈsɛ,xɔˈsɛ,xɔˈsɛ
сеї́д,"іменник чоловічого роду, істота",,однина давальний,сеї́ду,seˈjidʊ,seˈjidʊ,seˈjidʊ
не́ук,"іменник чоловічого роду, істота",,однина давальний,не́укові,ˈnɛʊkɔu̯ʲi,ˈnɛʊkɔu̯ʲi,ˈnɛʊkɔu̯ʲi
у́жик,"іменник чоловічого роду, істота",,однина давальний,у́жикові,ˈuʒekɔu̯ʲi,ˈuʒekɔu̯ʲi,ˈuʒekɔu̯ʲi
іу́да,"іменник чоловічого роду, істота",,множина кличний,іу́ди,iˈude,iˈude,iˈude
ґедзь,"іменник чоловічого роду, істота",,множина кличний,ґе́дзі,ˈɡɛd͡zʲi,ˈɡɛd͡zʲi,ˈɡɛd͡zʲi
Стась,"іменник чоловічого роду, істота",,множина родовий,Ста́сів,ˈstɑsʲiu̯,ˈstɑsʲiu̯,ˈstɑsʲiu̯
Алі́м,"іменник чоловічого роду, істота",,множина місцевий,Алі́мах,ɐˈlʲimɐx,ɐˈlʲimɐx,ɐˈlʲimɐx
скорц,"іменник чоловічого роду, істота",,множина називний,ско́рци,ˈskɔrt͡se,ˈskɔrt͡se,ˈskort͡se
чу́до,"іменник середнього роду, істота",казкова істота; диво,множина називний,чу́да,ˈt͡ʃudɐ,ˈt͡ʃudɐ,ˈt͡ʃudɐ
Руа́л,"іменник чоловічого роду, істота",норвезьке ім'я,множина давальний,Руа́лам,rʊˈɑlɐm,rʊˈɑlɐm,rʊˈɑlɐm
тіу́н,"іменник чоловічого роду, істота",управитель в давній Русі,однина кличний,тіу́не,tʲiˈune,tʲiˈune,tʲiˈune
ха́хи,"множинний іменник, істота",,множина знахідний,ха́хи,ˈxɑxe,ˈxɑxe,ˈxɑxe
зу́ни,"множинний іменник, істота",індіанське плем'я,множина давальний,зу́нам,ˈzunɐm,ˈzunɐm,ˈzunɐm
ро́си,"множинний іменник, істота",стародавнє плем'я,множина давальний,ро́сам,ˈrɔsɐm,ˈrɔsɐm,ˈrosɐm
кліть,іменник жіночого роду,,однина кличний,клі́те,ˈklʲite,ˈklʲite,ˈklʲite
па́ка,іменник жіночого роду,,однина орудний,па́кою,ˈpɑkɔjʊ,ˈpɑkɔjʊ,ˈpɑkɔjʊ
ти́ша,іменник жіночого роду,,однина орудний,ти́шею,ˈtɪʃejʊ,ˈtɪʃejʊ,ˈtɪʃejʊ
хана́,іменник жіночого роду,,однина орудний,хано́ю,xɐˈnɔjʊ,xɐˈnɔjʊ,xɐˈnojʊ
орда́,іменник жіночого роду,,однина називний,орда́,ɔrˈdɑ,ɔrˈdɑ,ɔrˈdɑ
гу́ща,іменник жіночого роду,,однина знахідний,гу́щу,ˈɦuʃt͡ʃʊ,ˈɦuʃt͡ʃʊ,ˈɦuʃt͡ʃʊ
куря́,іменник жіночого роду,,однина знахідний,куря́,kʊˈrʲɑ,kʊˈrʲɑ,kʊˈrʲɑ
